nse_ticker,company_name,macro,sector,industry,basic_industry,themes
LUMAXIND,Lumax Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
LUMAXTECH,Lumax Auto Technologies Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev;new_age_tech
LUPIN,Lupin Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
LUX,,,,,,
LUXIND,Lux Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
LXCHEM,Laxmi Organic Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
LYKALABS,Lyka Labs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
M&M,Mahindra & Mahindra Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,ev;rural_agri
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
MACPOWER,Macpower CNC Machines Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
MACROTECH,,,,,,
MADHAV,Madhav Marbles and Granites Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,discretionary
MADHUCON,Madhucon Projects Limited,Industrials,Construction,Construction,Civil Construction,
MADRASFERT,Madras Fertilizers Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
MAGADSUGAR,Magadh Sugar & Energy Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
MAGNUM,Magnum Ventures Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
MAHABANK,Bank of Maharashtra,Financial Services,Financial Services,Banks,Public Sector Bank,psu_banks
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,Financial Services,Finance,Other Financial Services,
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
MAHESHWARI,Maheshwari Logistics Limited,Diversified,Diversified,Diversified,Diversified,
MAHGL,,,,,,
MAHINDCIE,,,,,,
MAHINDHOLIDAY,,,,,,
MAHINDRACIE,,,,,,
MAHLIFE,Mahindra Lifespace Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,ev;realty
MAHLOG,Mahindra Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
MAHSCOOTER,Maharashtra Scooters Limited,Financial Services,Financial Services,Finance,Investment Company,
MAHSEAMLES,Maharashtra Seamless Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
MAITHANALL,Maithan Alloys Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,metals
MAKEMYTRIP,,,,,,
MALLCOM,Mallcom (India) Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,capex
MALUPAPER,Malu Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
MAMATA,Mamata Machinery Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
MANAKSIA,Manaksia Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
MANAKSTEEL,Manaksia Steels Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,metals
MANALIPETC,Manali Petrochemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,specialty_chem
MANAPPURAM,Manappuram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
MANBA,Manba Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
MANGLAM,,,,,,
MANGLMCEM,Mangalam Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
MANINDS,Man Industries (India) Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
MANINFRA,Man Infraconstruction Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
MANKIND,Mankind Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
MANOMAY,Manomay Tex India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
MANORAMA,Manorama Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,
MANORG,Mangalam Organics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
MANUGRAPH,Manugraph India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
MANYAVAR,Vedant Fashions Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,discretionary
MAPMYINDIA,C.E. Info Systems Limited,Information Technology,Information Technology,IT - Software,Software Products,new_age_tech
MARALOVER,Maral Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
MARATHON,Marathon Nextgen Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
MARICO,Marico Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
MARINE,Marine Electricals (India) Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ev;capex
MARKOLINES,Markolines Pavement Technologies Limited,Industrials,Construction,Construction,Civil Construction,new_age_tech
MARKSANS,Marksans Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
MARSONS,Marsons Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
MARUTI,Maruti Suzuki India Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,ev
MASFIN,MAS Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
MASKINVEST,Mask Investments Limited,Financial Services,Financial Services,Finance,Investment Company,
MASTEK,Mastek Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
MASTERTR,Master Trust Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
MATRIMONY,Matrimony.Com Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,discretionary
MAWANASUG,Mawana Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
MAXESTATES,Max Estates Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
MAXFIN,,,,,,life_insurance
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Healthcare,Healthcare Services,Hospital,hospitals
MAXIND,Max India Limited,Financial Services,Financial Services,Finance,Holding Company,
MAXLIFE,,,,,,
MAYURUNIQ,Mayur Uniquoters Ltd,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,discretionary
MAZDA,Mazda Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,defense;psu_capex
MBAPL,Madhya Bharat Agro Products Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
MBEL,M & B Engineering Limited,Industrials,Construction,Construction,Civil Construction,
MBLINFRA,MBL Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,
MCDOWELL-N,,,,,,
MCLEODRUS,,,,,,
MCLEODRUSS,Mcleod Russel India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,fmcg_staples
MCLOUD,Magellanic Cloud Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,capital_markets
MCXINDIA,,,,,,
MDL,Marvel Decor Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,discretionary
MEDANTA,Global Health Limited,Healthcare,Healthcare,Healthcare Services,Hospital,hospitals
MEDIASSIST,Medi Assist Healthcare Services Limited,Financial Services,Financial Services,Insurance,Insurance Distributors,general_insurance
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma;new_age_tech
MEDICO,Medico Remedies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
MEDKART,,,,,,
MEDPLUS,Medplus Health Services Limited,Consumer Discretionary,Consumer Services,Retailing,Pharmacy Retail,discretionary
MEESHO,Meesho Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,discretionary
MEGASTAR,Megastar Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,
MEIL,Mangal Electrical Industries Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,ev;semis;capex
MENONBE,Menon Bearings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MESCAB,,,,,,
METRO,,,,,,
METROBRAND,Metro Brands Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,railways;discretionary
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,railways;hospitals
MFML,Mahalaxmi Fabric Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,semis;discretionary
MFSL,Max Financial Services Limited,Financial Services,Financial Services,Insurance,Life Insurance,life_insurance
MGEL,Mangalam Global Enterprise Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
MGL,Mahanagar Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,oil_downstream
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary;new_age_tech
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
MICEL,MIC Electronics Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,semis;capex
MIDHANI,Mishra Dhatu Nigam Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense
MIDWESTLTD,Midwest Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,discretionary
MINDA,,,,,,
MINDACORP,Minda Corporation Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MINDAIND,,,,,,
MINDSPACE,Mindspace Business Parks REIT,Consumer Discretionary,Realty,Realty,Real Estate Investment Trusts (REITs),realty
MINDTECK,Mindteck (India) Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
MIRC,,,,,,
MIRCELECTR,MIRC Electronics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,semis;discretionary
MIRZAINT,Mirza International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,discretionary
MISHRA,,,,,,
MITCON,MITCON Consultancy & Engineering Services Limited,Services,Services,Commercial Services & Supplies,Consulting Services,
MITTAL,Mittal Life Style Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
MKPL,M K Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
MKTGCD,,,,,,
MMFL,MM Forgings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MMP,MMP Industries Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,metals
MMTC,MMTC Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
MOBIKWIK,One Mobikwik Systems Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),
MODINATUR,Modi Naturals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
MODIRUBBER,Modi Rubber Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
MODIS,Modis Navnirman Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
MODISONLTD,MODISON LIMITED,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,semis;capex
MODTHREAD,Modern Threads (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
MOFSL,,,,,,
MOHITIND,Mohit Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
MOIL,MOIL Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,metals
MOKSH,Moksh Ornaments Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
MOL,Meghmani Organics Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
MOLD,,,,,,
MOLD-TEK,,,,,,
MOLDTECH,Mold-Tek Technologies Limited,Industrials,Construction,Construction,Civil Construction,new_age_tech
MOLDTEK,,,,,,
MOLDTKPAC,Mold-Tek Packaging Limited,Industrials,Capital Goods,Industrial Products,Packaging,
MONARCH,Monarch Networth Capital Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
MONTECARLO,Monte Carlo Fashions Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
MOSCHIP,Moschip Technologies Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,new_age_tech
MOSDOH,,,,,,
MOTHERSON,Samvardhana Motherson International Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
MOTISONS,Motisons Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
MOTOGENFIN,The Motor & General Finance Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
MPHASIS,MphasiS Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
MPSLTD,MPS Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,discretionary
MRF,MRF Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,oil_downstream
MSPL,MSP Steel & Power Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
MSTCLTD,Mstc Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
MSUMI,Motherson Sumi Wiring India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MTAR,,,,,,
MTARTECH,Mtar Technologies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,defense;semis;capex;new_age_tech
MTNL,Mahanagar Telephone Nigam Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
MUFIN,Mufin Green Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),renewables
MUFTI,Credo Brands Marketing Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,discretionary
MUKANDFIN,,,,,,
MUKANDLTD,Mukand Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,metals
MUKKA,Mukka Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,
MUKTAARTS,Mukta Arts Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,
MUNJALAU,Munjal Auto Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MUNJALSHOW,Munjal Showa Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
MURUDCERA,Murudeshwar Ceramics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,discretionary
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
MUTHOOTMF,Muthoot Microfin Limited,Financial Services,Financial Services,Finance,Microfinance Institutions,
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
MWL,Mangalam Worldwide Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
NACLIND,NACL Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial Services,Financial Services,Finance,Investment Company,
NAGREEKEXP,Nagreeka Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Financial Services,Finance,Investment Company,
NAHAREXP,Nahar Exports Limited,,,,,
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
NAHARPOLY,Nahar Poly Films Limited,Industrials,Capital Goods,Industrial Products,Packaging,
NAHARSPING,Nahar Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
NAINITALBNK,,,,,,
NALCO,,,,,,metals
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company,capital_markets
NARAYANA,,,,,,
NARMADA,Narmada Agrobase Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,
NATCAPSUQ,Natural Capsules Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
NATCO,,,,,,
NATCOPHARM,Natco Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
NATHBIOGEN,Nath Bio-Genes (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
NATHPULP,,,,,,
NATIONALUM,National Aluminium Company Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,metals
NAUKRI,Info Edge (India) Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,discretionary;new_age_tech
NAVA,NAVA LIMITED,Utilities,Power,Power,Power Generation,
NAVINFIN,,,,,,
NAVINFLUOR,Navin Fluorine International Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
NAVKARCORP,Navkar Corporation Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
NAVKARURB,Navkar Urbanstructure Limited,Industrials,Construction,Construction,Civil Construction,
NAVNETEDUL,Navneet Education Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,
NAZARA,Nazara Technologies Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,new_age_tech
NBCC,NBCC (India) Limited,Industrials,Construction,Construction,Civil Construction,realty
NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
NCC,NCC Limited,Industrials,Construction,Construction,Civil Construction,
NCLIND,NCL Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
NDGL,Naga Dhunseri Group Limited,Financial Services,Financial Services,Finance,Investment Company,
NDL,Nandan Denim Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
NDLVENTURE,NDL Ventures Limited,Financial Services,Financial Services,Finance,Other Financial Services,
NDRAUTO,Ndr Auto Components Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
NDTV,New Delhi Television Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,ev
NECCLTD,North Eastern Carrying Corporation Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
NECLIFE,Nectar Lifesciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
NELCAST,Nelcast Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
NELCO,NELCO Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
NEOGEN,Neogen Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
NEPHROPLUS,Nephrocare Health Services Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,hospitals
NESCO,Nesco Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
NESTLEIND,Nestle India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,fmcg_staples
NETSOL,,,,,,
NETWEB,Netweb Technologies India Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech;data_center
NETWORK18,Network18 Media & Investments Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
NEULANDLAB,Neuland Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
NEWGEN,Newgen Software Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
NEXTMEDIA,Next Mediaworks Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
NEXUS,,,,,,
NFL,National Fertilizers Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
NGIL,Nakoda Group of Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,
NGLFINE,NGL Fine-Chem Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
NH,Narayana Hrudayalaya Ltd.,Healthcare,Healthcare,Healthcare Services,Hospital,hospitals
NHLIND,,,,,,
NHPC,NHPC Limited,Utilities,Power,Power,Power Generation,psu_capex
NIACINDIA,,,,,,
NIACL,The New India Assurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,general_insurance
NIARE,,,,,,
NIBE,NIBE Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense
NIBL,NRB Industrial Bearings Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,
NIFTYMET,,,,,,
NIINSYS,,,,,,
NIIT,,,,,,
NIITLTD,NIIT Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,discretionary
NIITMTS,NIIT Learning Systems Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,discretionary;it_services
NIITNX,,,,,,
NIITTECH,,,,,,
NIKHILAD,,,,,,
NILAINFRA,Nila Infrastructures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
NILASPACES,Nila Spaces Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
NILE,Nile Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,metals
NILKAMAL,Nilkamal Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,discretionary
NINSYS,NINtec Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
NIPPOBATRY,Indo-National Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,
NIPPONAMC,,,,,,
NIPPONSEIMC,,,,,,
NIRAJ,Niraj Cement Structurals Limited,Industrials,Construction,Construction,Civil Construction,
NITCO,Nitco Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,discretionary
NITIN,,,,,,
NITINSPIN,Nitin Spinners Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
NITIRAJ,Nitiraj Engineers Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,semis;capex
NITISHK,,,,,,
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,general_insurance
NKIND,NK Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
NLCINDIA,NLC India Limited,Utilities,Power,Power,Power Generation,
NMDC,NMDC Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,psu_capex;metals
NMSPACK,,,,,,
NMSWORKS,,,,,,
NOCIL,NOCIL Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
NOIDATOLL,Noida Toll Bridge Company Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,
NORTHARC,Northern Arc Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
NOVAAGRI,Nova Agritech Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;new_age_tech;rural_agri
NOVARTIS,,,,,,
NPCIL,,,,,,
NPST,Network People Services Technologies Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),new_age_tech
NPTC,,,,,,
NRAIL,N R Agarwal Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
NRBBEARING,NRB Bearing Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
NRL,Nupur Recyclers Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,metals
NSDL,,,,,,
NSIL,Nalwa Sons Investments Limited,Financial Services,Financial Services,Finance,Investment Company,
NSLNISP,NMDC Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,metals
NTPC,NTPC Limited,Utilities,Power,Power,Power Generation,renewables;psu_capex
NTPCGREEN,NTPC Green Energy Limited,Utilities,Power,Power,Power Generation,renewables
NUCLEUS,Nucleus Software Exports Limited,Information Technology,Information Technology,IT - Software,Software Products,
NURECA,Nureca Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,
NUVAMA,Nuvama Wealth Management Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
NUVOCO,Nuvoco Vistas Corporation Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
NXTDIGITAL,,,,,,data_center
NYKAA,FSN E-Commerce Ventures Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,discretionary;new_age_tech
OAL,Oriental Aromatics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
