nse_ticker,company_name,macro,sector,industry,basic_industry,source
SCUF,,,,,,missing
SDBL,Som Distilleries & Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
SEACOAST,,,,,,missing
SEAMECLTD,Seamec Limited,Services,Services,Transport Services,Shipping,nse_official
SECMARK,SecMark Consultancy Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SECURE,,,,,,missing
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
SEDEMAC,SEDEMAC Mechatronics Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SEJALLTD,Sejal Glass Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial,nse_official
SELMC,SEL Manufacturing Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SEMAC,Semac Construction Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SENCO,Senco Gold Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SENORES,Senores Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SEPC,SEPC Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SEQUENT,,,,,,missing
SERVOTECH,Servotech Renewable Power System Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
SESHAPAPER,Seshasayee Paper and Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
SETCO,Setco Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SETL,Standard Engineering Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SFL,Sheela Foam Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
SGFIN,SG Finserve Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SGIL,Synergy Green Industries Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,nse_official
SGL,STL Global Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SGMART,SG Mart Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,nse_official
SHADOWFAX,Shadowfax Technologies Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
SHAH,Shah Metacorp Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SHAHALLOYS,Shah Alloys Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SHAILY,Shaily Engineering Plastics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
SHALBY,Shalby Limited,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
SHALPAINTS,Shalimar Paints Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,nse_official
SHANKARA,Shankara Building Products Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
SHANTI,Shanti Overseas (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
SHANTIGEAR,Shanthi Gears Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SHANTIGOLD,Shanti Gold International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SHARDACROP,Sharda Cropchem Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SHAREINDIA,Share India Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
SHEKHAWATI,Shekhawati Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SHEMAROO,Shemaroo Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
SHILCTECH,Shilchar Technologies Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SHILPAMED,Shilpa Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SHIVALIK,Shivalik Rasayan Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SHIVAMAUTO,Shivam Autotech Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SHIVAMILLS,Shiva Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SHIVATEX,Shiva Texyarn Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SHIVAUM,Shiv Aum Steels Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SHK,S H Kelkar and Company Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
SHOPERSTOP,Shoppers Stop Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,nse_official
SHOPSTOP,,,,,,missing
SHRADHA,Shradha Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
SHREECEM,SHREE CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
SHREEJISPG,Shreeji Shipping Global Limited,Services,Services,Transport Services,Shipping,nse_official
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
SHREERAMA,Shree Rama Multi-Tech Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
SHREERENUKA,,,,,,missing
SHREYANIND,Shreyans Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
SHREYANS,,,,,,missing
SHREYAS,,,,,,missing
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SHRIRAMFRT,,,,,,missing
SHRIRAMPPS,Shriram Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SHYAM,,,,,,missing
SHYAMCENT,Shyam Century Ferrous Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,nse_official
SHYAMMETL,Shyam Metalics and Energy Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SHYAMSTEEL,,,,,,missing
SHYAMTEL,Shyam Telecom Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SIEMENS,Siemens Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SIEVERT,,,,,,missing
SIGACHI,Sigachi Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SIGIND,Signet Industries Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SIGMA,Sigma Solve Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
SIGNATURE,Signatureglobal (India) Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SIGNPOST,Signpost India Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies,nse_official
SIKKO,Sikko Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SIL,Standard Industries Limited,Consumer Discretionary,Realty,Realty,Real Estate related services,nse_official
SILGO,Silgo Retail Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SILINV,SIL Investments Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
SILLYMONKS,Silly Monks Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
SILVERTUC,Silver Touch Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SIMBHAOLI,,,,,,missing
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SINCLAIR,Sinclairs Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
SINDHUTRAD,Sindhu Trade Links Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,nse_official
SINGERIND,Singer India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
SINTERCOM,Sintercom India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SIRCA,Sirca Paints India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,nse_official
SIS,SIS LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,nse_official
SIYARAM,,,,,,missing
SIYSIL,Siyaram Silk Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SJS,S.J.S. Enterprises Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SJVN,SJVN Limited,Utilities,Power,Power,Power Generation,nse_official
SKFINDIA,SKF India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SKFINDUS,SKF India (Industrial) Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
SKIL,SKIL Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SKIPPER,Skipper Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SKMEGGPROD,SKM Egg Products Export (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,nse_official
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
SMARTLINK,Smartlink Holdings Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
SMARTWORKS,Smartworks Coworking Spaces Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
SMIFS,,,,,,missing
SML,,,,,,missing
SMLISUZU,SML Isuzu Limited,,,,,nse_official
SMLMAH,SML Mahindra Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,nse_official
SMLT,Sarthak Metals Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SMRUTHIORG,,,,,,missing
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SMVD,SMVD Poly Pack Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
SNOWMAN,Snowman Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
SOBHA,Sobha Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SOFTTECH,Softtech Engineers Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SOLARBOMB,,,,,,missing
SOLARIND,,,,,,missing
SOLARINDS,Solar Industries India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,nse_official
SOLARWORLD,Solarworld Energy Solutions Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SOLEX,Solex Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SOLUTIONK,,,,,,missing
SOMANY,,,,,,missing
SOMANYCERA,Somany Ceramics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,nse_official
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SONAMLTD,SONAM LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
SONATSOFTW,Sonata Software Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
SOTL,Savita Oil Technologies Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
SOUTHBANK,The South Indian Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,nse_official
SOUTHBNK,,,,,,missing
SOUTHWEST,South West Pinnacle Exploration Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
SPAL,S. P. Apparels Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Financial Services,Finance,Microfinance Institutions,nse_official
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SPCENET,Spacenet Enterprises India Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
SPECIALITY,Speciality Restaurants Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,nse_official
SPECTRUM,Spectrum Electrical Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SPEL,,,,,,missing
SPENCERS,Spencer's Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,nse_official
SPENTEX,,,,,,missing
SPIC,Southern Petrochemicals Industries Corporation  Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
SPICEJET,SPICEJET LTD,Services,Services,Transport Services,Airline,nse_official
SPLIL,SPL Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,nse_official
SPLPETRO,Supreme Petrochem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
SPML,,,,,,missing
SPMLINFRA,SPML Infra Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SPORTKING,Sportking India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SRD,Shankar Lal Rampal Dye-Chem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,nse_official
SREEL,Sreeleathers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,nse_official
SRF,SRF Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
SRGHFL,SRG Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nse_official
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
SRIKALAHASTHI,,,,,,missing
SRM,SRM Contractors Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SRPL,Shree Ram Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
SRTL,Shree Ram Twistex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SSDL,Saraswati Saree Depot Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
SSWL,Steel Strips Wheels Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
STALLION,Stallion India Fluorochemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,nse_official
STANLEY,Stanley Lifestyles Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
STAR,Strides Pharma Science Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
STARBUS,,,,,,missing
STARCEMENT,Star Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
STARCMT,,,,,,missing
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,nse_official
STARPAPER,Star Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
STARPAPL,,,,,,missing
STARTECK,Starteck Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
STCINDIA,The State Trading Corporation of India Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
STEELCAS,Steelcast Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,nse_official
STEELCITY,Steel City Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
STEL,Stel Holdings Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
STERLITE,,,,,,missing
STERLITEIND,,,,,,missing
STERTOOLS,Sterling Tools Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
STFC,,,,,,missing
STLNETWORK,STL Networks Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
STLTECH,Sterlite Technologies Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
STOVEKRAFT,Stove Kraft Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
STRIDES,,,,,,missing
STUDDS,Studds Accessories Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
STYL,Seshaasai Technologies Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
STYLAMIND,Stylam Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
STYLEBAAZA,Baazar Style Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
STYRENIX,Styrenix Performance Materials Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
SUBEX,Subex Limited,IT,IT,SOFTWARE,SOFTWARE - TELECOM,nse_official
SUBEXLTD,Subex Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
SUBROS,Subros Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,nse_official
SUDARCOLOR,Sudarshan Colorants India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
SUDARSCHEM,Sudarshan Chemical Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
SUDEEPPHRM,Sudeep Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SUGARIND,,,,,,missing
SUKHJITS,Sukhjit Starch & Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
SULA,Sula Vineyards Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
SULAVIN,,,,,,missing
SUMEETINDS,Sumeet Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SUMICHEM,Sumitomo Chemical India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
SUMIT,Sumit Woods Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SUMMITSEC,Summit Securities Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
SUNCLAY,Sundaram Clayton Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUNDARAM,Sundaram Multi Pap Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUNDRMFAST,Sundram Fasteners Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUNDROP,Sundrop Brands Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
SUNFLAG,Sunflag Iron And Steel Company Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SUNTECK,Sunteck Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SUNTECKINS,,,,,,missing
SUNTECKREAL,,,,,,missing
SUNTV,Sun TV Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
SUPERHOUSE,Superhouse Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
SUPERSPIN,Super Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SUPRAGRI,,,,,,missing
SUPRAJIT,Suprajit Engineering Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
SUPREME,Supreme Holdings & Hospitality (India) Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SUPREMEIND,Supreme Industries Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
SUPRIYA,Supriya Lifescience Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SURAJEST,Suraj Estate Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
SURAJLTD,Suraj Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SURAKSHA,Suraksha Diagnostic Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
SURANASOL,Surana Solar Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SURANAT&P,Surana Telecom and Power Limited,Utilities,Power,Power,Power Generation,nse_official
SURYA,,,,,,missing
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SURYAROSNI,Surya Roshni Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank,nse_official
SUTLEJ,,,,,,missing
SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
SUTURA,,,,,,missing
SUVEN,Suven Life Sciences Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,nse_official
SUVENPHAR,,,,,,missing
SUVENPHARM,,,,,,missing
SUVIDHAA,Suvidhaa Infoserve Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
SUVRDP,,,,,,missing
SUYOG,Suyog Telematics Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
SUZLON,Suzlon Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SVLL,Shree Vasu Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
SWANCORP,SWAN CORP LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
SWARAJENG,Swaraj Engines Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
SWELECTES,Swelect Energy Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
SWIGGY,Swiggy Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Industrials,Construction,Construction,Civil Construction,nse_official
SYMPHONY,Symphony Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
SYNGENE,Syngene International Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,nse_official
SYRMA,Syrma SGS Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
SYSTMTXC,Systematix Corporate Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
TAICHI,,,,,,missing
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
TALBROAUTO,Talbros Automotive Components Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
TANLA,Tanla Platforms Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
TARA,,,,,,missing
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
TARAPUR,Tarapur Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TARC,TARC Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
TARIL,Transformers And Rectifiers (India) Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TARSONS,Tarsons Products Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
TASTY,,,,,,missing
TASTYBITE,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
TATACAP,Tata Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TATACHEM,Tata Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TATACHEMICAL,,,,,,missing
TATACOFFEE,Tata Coffee Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
TATACOMM,Tata Communications Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
TATAELXSI,Tata Elxsi Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TATAHOUSING,,,,,,missing
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
TATAMET,,,,,,missing
TATAMETALI,Tata Metaliks Limited,Commodities,Metals & Mining,Ferrous Metals,Pig Iron,nse_official
TATAMOTOR,,,,,,missing
TATAMOTORS,,,,,,missing
TATAMOTR,,,,,,missing
TATAPOWER,Tata Power Company Limited,Utilities,Power,Power,Integrated Power Utilities,nse_official
TATASKY,,,,,,missing
